title,url,image,category,date,content
Rockley Raises $52M for Silicon Photonics TechSally Ward-Foxton,https://www.eetimes.com/document.asp?doc_id=1334890,https://m.eet.com/media/1312568/CARORockleyPhotonicsTROSAOFC191.jpg,Internet of Things Designline,07.04.19," Transmit-receive optical subassembly (TROSA) for data communications using Rockley Photonics’ silicon photonics platform (Source: Rockley Photonics)  Transmit-receive optical subassembly (TROSA) for data communications using Rockley Photonics’ silicon photonics platform (Source: Rockley Photonics) LONDON — Rockley Photonics has raised $52 million in a first closure of its Series E funding round, from both current investors and new investors, including Morningside Technology Ventures of Hong Kong. Rockley’s silicon photonics technology builds optical transceiver components in silicon and co-packages them with digital electronics, such as a switching ASIC. This latest funding brings the total raised by Rockley to $165 million.Silicon photonics is particularly attractive for the data center market, where intra-data center links require increasing bandwidth and speed. Rockley is also targeting consumer sensors and LiDAR applications.Of the $52 million total, $30 million came from Rockley’s strategic partner, Hengtong Opto-Electric Co, a Chinese manufacturer of fiber optic cables. The companies have a joint venture, in Suzhou, China, where they manufacture and sell 100G and 400G DR4 transceivers for data centers using Rockley’s LightDriver Engine.“[Hengtong’s investment] is a direct investment in Rockley Photonics to support the entire business plan,” said Rockley Photonics’ CEO, Dr. Andrew Rickman. “There will likely be a portion of this amount going to the joint venture to support our activity there. The market outlook for 100G, and higher, in the Chinese market remains strong and will be well served by our joint venture.”Rickman also said that the money raised so far was “halfway to our $100 million goal for this round,” adding that the company is growing across the board, including its UK presence in Oxford.In an earlier interview with EETimes, Rickman described the company’s competitive advantage as a combination of several factors.The company has developed a unified silicon photonics platform that can be used across multiple market segments, including consumer sensors, LiDAR, and data center connectivity, he said.“Our value proposition is multifaceted. One of these facets is the versatility of the platform and the optimization vectors we can manipulate in both the electrical and optical domains, which makes it suitable for all of these market segments thereby helping us drive economies of scale,” he said.Rockley’s portfolio has been developed around optimal solutions for both optical and electrical domains, as well as at the interface of the two.“This drive, coupled with our intense system-level thinking regarding in-package optics, has positioned Rockley’s LightDriver approach as the most practical solution from a system perspective,” he said.Rickman added that Rockley’s in-package optics solution is switch agnostic: an advantage of the company’s systemic approach to in-package optics and silicon photonics in general, compared to other offerings.“This makes us an attractive partner for multiple customers on the switch and ODM side,” he said.According to Rickman, 400G DR4 transceivers using Rockley’s LightDriver technology will start shipping at the end of the year. "
Startup Automates Type 1 Diabetes ManagementNitin Dahad,https://www.eetimes.com/document.asp?doc_id=1334891,https://m.eet.com/media/1312575/Diabeloopdiabetesmanagementsystem.png,Medical Designline,07.04.19,"Dealing with chronic disease can be a big chore both for affected patients. As Erik Huneker, CEO of French medical device startup company Diabeloop said last week at the Leti Innovation Days in Grenoble, “A person with type 1 diabetes needs to think and make a decision about 40-50 times a day about how much to eat and how much insulin to take.”This makes management of diabetes a perfect candidate for the utilization of artificial intelligence. That’s why Huneker’s company has developed what he claims is the world’s first autonomous medical device, which uses machine learning in real time to determine the optimum insulin to administer automatically to a patient without them having to even think about it.Type 1 diabetes affects about 2 million people in Europe and what Diabeloop aims to do with its closed loop medical system is to help people with the condition try and live normal lives by improving their treatment dramatically.Huneker emphasized they’re not simply developing an app. Its system, the DBLG1, comprises a continuous glucose sensor, a patch insulin pump and a dedicated handset that houses the Diabeloop algorithm (loop mode) and serves as a user interface with the system. The handset has its own custom operating system and connects with the sensor and the insulin pump using  secure Bluetooth.The system senses and monitors the patient’s blood glucose every five minutes, analyzes the data in real time, and can inject the correct does of insulin before the patient even knows he or she needs insulin, since it monitors daily patterns and over time will have learned the optimal parameters for the patient. The continual assessment takes into account current glucose levels, glucose trend, the hypoglycemic risk (short and long term) and special events such as meals, physical activities, and calibration, to provide an optimal recommendation adapted to the needs of the patient.Huneker said, “For each person the system runs 150 million equations per day for the machine learning.”The company’s DBLG1 obtained CE marking certification in November 2018, and earlier this year entered into a mutual distribution agreement with Netherlands-based ViCentra, which provides the insulin delivery system used as part of Diabeloop’s product.The results of a trial with 68 patients was published in the Lancet Digital Health journal. It found that the DBLG1 system improves glucose control compared with sensor-assisted insulin pumps; it concluded that its finding supports the use of closed-loop technology combined with appropriate health care organization in adults with type 1 diabetes.One of the outcomes of the study was that patients spent 68.5% of their time in the target glucose range, meaning a 10 point increase in the time spent in the target glucose range. There was also a decrease by 50% of time spent in hypoglycaemia (<0.7 g / l), in other words, a gain of more than 30 minutes less per day in hypoglycaemia. A third conclusion was that a reliable closed-loop system that was functional for more than 84% of the time in a home setting for 12 weeks.While this is focused on adults and the system is already being used by around 30 patients, the company is now also looking to adapt its ‘artificial pancreas project’ to juvenile diabetes and thus improve the quality of life for each child in the short term and the long-term. A study will be conducted in two centers in France and one in Belgium. The goal is to include around 20 children who will be followed for 6 weeks.We asked Huneker why his company was using a standard handset rather than developing its own smaller integrated device and possibly its own system on chip. He stressed that to do that could have needed years of development and the company really needed to get something to market that could be trialed on patients. This is why they are using standard off-the-shelf components – like the Dexcom G6 continuous glucose monitoring sensor system and the Kaleido insulin pump.Huneker said that the big challenge right now is to be able to do more on the device. “We need more computing capability.” He suggested they are planning to integrate more sensors and more computing power, and maybe three years from now could even think about developing a more integrated system that could be incorporated in a wearable device.Diabeloop emerged from a medical research project initiated by diabetologist Dr Guillaume Charpentier in 2011; the company was established in 2015 with support from CEA-Leti in Grenoble to help develop the product. The company now has around 50 people and has raised €13.5 million to date."
"HP, Dell Reportedly Shifting Manufacturing From ChinaDylan McGrath",https://www.eetimes.com/document.asp?doc_id=1334888,https://m.eet.com/media/1312561/HP_650_1-min.png,Industrial Control Designline,07.03.19,"SAN FRANCISCO — PC heavyweights HP and Dell are looking to move substantial production capacity out of China amid a bitter trade war between the U.S. and China, according to a report by the Nikkei news service, which cites unnamed sources.RecommendedChipmakers Get Glimmer of Hope on Trade WarRecommendedChipmakers Get Glimmer of Hope on Trade WarFellow tech giants Microsoft, Amazon, Google, Nintendo, and Sony are also looking to shift production of game consoles and smart speakers out of China, according to the report. Other PC OEMs, including Lenovo, Acer, and Asustek Computer, are also studying plans to shift manufacturing.The implication is that high-tech companies are moving production of goods headed for the U.S. market out of China to avoid the tariffs imposed on Chinese imports by the Trump administration. The Nikkei report quotes an unnamed supply-chain executive who said that the industry consensus is to move about 30% of production out of China, depending on how important the U.S. market is to the particular company.HP and Dell are the world’s No. 1 and No. 3 PC vendors, respectively. About 47% of Dell’s laptop PCs and about 40% of HP’s are exported to the North American market, according to the report, which cites market research firm Trendforce.According to a separate report by Trendforce, server ODMs are shifting some production from China to Taiwan in an effort to avoid the 25% tariffs imposed by the Trump administration on servers from China. Quanta, Wiwynn, Inventec, Foxconn, and others are adding production lines in Taiwan. Plans for products shipped to non-U.S. regions by these companies will remain as is.According to Mark Liu, a senior analyst at Trendforce, Quanta is the most aggressive of the server ODMs in adding manufacturing in Taiwan. Quanta’s goal is to add three new L6 server production lines to meet the future demands of 5G-related applications and data center growth, he said.Inventec has already added two new production lines in the Guishan district in the northern Taiwan city of Taoyuan, and Wiwynn already introduced a new production line for its plant at Southern Taiwan Science Park last year, according to Liu.In the long term, though, Trendforce said that it is still more economically beneficial for server ODMs to manufacture in China, even after adding tariff costs.  "
Are Emerging Memories Finally Emerging?Gary Hilson,https://www.eetimes.com/document.asp?doc_id=1334874,https://m.eet.com/media/1312445/cover-carousel-800x4751.jpg,Memory Designline,07.02.19,"TORONTO – Emerging memory technologies have been emerging for decades, but this year’s report by Objective Analysis and Coughlin Associates, Emerging Memories Ramp Up, suggests they have reached a critical point where they make sense in more applications than ever before.The report found that the emerging memory market is poised to reach $20 billion of combined revenues by 2029, largely by displacing today’s less efficient memory technologies such as NOR flash and SRAM—even displacing a share of DRAM sales. They will also be more competitive with incumbent memory technologies, as future process shrinks and improved economies of scale will drive down prices, enabling adoption both as standalone chips and embedded within ASICs, microcontrollers, and even compute processors. The three key emerging memories to keep an eye on are PCRAM, MRAM, and ReRAM; NOR flash and SRAM are prime candidates to be replaced. (Source: Coughlin Associates)  The three key emerging memories to keep an eye on are PCRAM, MRAM, and ReRAM; NOR flash and SRAM are prime candidates to be replaced. (Source: Coughlin Associates) But although the $20 billion figure sounds impressive, it’s important to remember that it’s the market for all emerging memories, with MRAM and PCRAM primarily in the form of Intel Optane being the dominant types, according to Jim Handy, principal with Objective Analysis. “DRAM reached the highest level that it may ever reach in its lifetime last year at just shy of $100 billion,” he said in a joint telephone briefing with co-author Thomas Coughlin, founder of Coughlin Associates.The report pegs the revenue growth of 3D XPoint — again, PCRAM in the form of Intel Optane — at $16 billion by 2029, thanks to its sub-DRAM prices. Stand-alone MRAM and STT-RAM revenues, meanwhile, will approach $4 billion, or more than 170 times MRAM’s revenues in 2018.  Along with ReRAM, MRAM is expected to compete to replace the bulk of embedded NOR and SRAM in SoCs, fueling even greater revenue growth.Emerging memories cover a breadth of technologies, but the key ones to watch out for are MRAM, PCRAM ,and ReRAM, said Coughlin. There’s been discrete MRAM devices out for some time, but there’s been a lot of talk about foundries building ASICs with specialized chips and replaced volatile memories with non-volatile options, he added. “That's going to be one of the big biggest drivers.”Handy said NOR flash’s inability to scale past 28 nanometers is also shifting attention to alternatives. “In the past, the only reason to have an emerging memory in an embedded application like on an MCU or on an ASIC is because you needed some technical attributes that it had, but it always added cost.” The prospect of being able to replace NOR flash using a smaller process node is spurring interest, he said.Overall, the economics of the emerging memories are also improving, said Coughlin, as foundries don’t necessarily have to add another back-end process but make it a part of the existing CMOS processing, which lowers the manufacturing costs as volumes go up and yield improves. He said it’s a “golden age for MRAM” because it’s getting an opportunity to prove itself in volume as foundries are looking to build it into embedded chips, while PCRAM has some support behind it, thanks to Intel Optane. Meanwhile, ReRAM is getting a lot of attention for artificial intelligence and machine learning applications. Even FRAM remains in the mix, as a dark horse contender for some applications.However, Handy believes it’s too early to name a winner,  and despite the healthy forecast ahead for emerging memory technologies, it’s still hard for them to get a leg up on entrenched technologies. “They're really hard to knock out of their leadership position even if the economics are improving. If you're not the cost leader then all these wonderful technical benefits you have over the entrenched technologies don't really mean an awful lot.”"
Chipmakers Get Glimmer of Hope on Trade WarDylan McGrath,https://www.eetimes.com/document.asp?doc_id=1334885,https://m.eet.com/media/1312516/190702_Trump_xi_G20_800_2-min.png,Automotive Designline,07.02.19,"SAN FRANCISCO — Chip stocks surged Monday, the first day of trading after President Trump and China President Xi Jinping met at the G20 Summit in Osaka, Japan, and agreed to new trade negotiations and a hold on imposing new tariffs. Intel and Qualcomm rose, but the companies that are noted suppliers to Huawei, such as Broadcom, Skyworks Solutions, Qorvo, and Micron Technology, especially needed the rebound. Overall, the Philadelphia SOX semiconductor index rose nearly 2.7% Monday.“The progress made today by President Trump and President Xi in Osaka is good news for the semiconductor industry, the overall tech sector, and the world’s two largest economies,” said Jon Neuffer, president and CEO of the Semiconductor Industry Association (SIA), in a statement released on Saturday. “We are encouraged [that] the talks are restarting and additional tariffs are on hold, and we look forward to getting more detail on the president’s remarks on Huawei.”RecommendedBroadcom Raises a $2B Trade War WarningRecommendedBroadcom Raises a $2B Trade War WarningDays later, detail remains lacking. The semiconductor industry is relieved now that talks between the U.S. and China are resuming, but of course, the outcome of new trade negotiations is far from assured.On Saturday, Trump referenced lobbying efforts on behalf of U.S. component suppliers regarding the Huawei ban and said — in an apparent overture to Xi — that U.S. companies could sell their “high-tech” products to Huawei as long as it didn’t create a “great, national emergency problem.”It remains unclear what products U.S. companies will be able to resume supplying to Huawei, which was placed on an export blacklist last month over U.S. national security concerns.Analysts and semiconductor industry insiders were scrambling Monday to try to interpret Trump’s comments on Huawei. Trump administration officials said Monday that the most likely scenario would be the issuance of more licenses to enable U.S. firms to sell some products to Huawei.The renewed trade talks and Trump’s apparent about-face on Huawei come two weeks after the Office of the U.S. Trade Representative wrapped up a series of hearings on the administration’s proposal to impose tariffs on about $300 billion more of Chinese products. Not surprisingly, U.S. companies from Apple to Walmart have come out in opposition to tariffs, with more than 500 companies and 140 industry groups signing an open letter to Trump earlier this month asking him to reconsider his tariffs.On June 19, four traditional U.S. PC industry heavyweights — HP, Dell, Microsoft, and Intel — banded together to issue a joint statement, saying that though they recognize and appreciate Trump’s efforts to address unfair practices, the proposed tariffs on laptops and tablets “threaten to disproportionately harm multiple U.S. interests, including small and medium-sized businesses, a wide range of consumers, and device manufacturers.” The group, citing a study released earlier this month by the Consumer Technology Association, said that the proposed tariffs would increase U.S. prices for laptops and tablets by at least 19%, or about $120.The SIA, like virtually every U.S. trade group, supports Trump’s aims of cracking down on China’s trade practices — including forced technology transfers and lax IP protection — but continues to argue that the tariffs imposed on semiconductors and the semiconductor supply chain hurt U.S. chipmakers and do nothing to curb China’s trade practices at issue.Devi Keller, director of global policy at SIA, testified at one of the U.S. Trade Representative hearings that the tariffs were ill-equipped to address the issues at hand. Keller testified that the semiconductor test, packaging, and assembly performed in Asia — including China — represents only about 10% of the value of a semiconductor. Additional tariffs, she argued, could have crippling effects on the U.S. semiconductor industry and U.S. IT as a whole.“What we’re looking at now, with all four [tariff] lists, is you’re seeing the entire semiconductor ecosystem covered by tariffs both downstream and upstream, and our view is that’s going to have a very crippling impact,” Keller said in a subsequent interview with EE Times."
EU AI Will Rely on MemoriesNitin Dahad,https://www.eetimes.com/document.asp?doc_id=1334886,https://m.eet.com/media/1312554/StanfordSubhasishMitraN3XT.jpg,Internet of Things Designline,07.02.19,"Imec, the Belgium-based nanoelectronics and digital technologies research center, is leading a European Union program to develop low-power edge artificial intelligence (AI) chips based on several emerging memory technologies.The three-year program, called Tempo (Technology & hardware for nEuromorphic coMPuting), is a cross-border collaboration between 19 research and industrial partners, including CEA-Leti of France and the Fraunhofer Group of Germany. The joint effort aims to develop process technology and hardware platforms leveraging emerging memory technologies for neuromorphic computing. The goal is to develop a new way to support applications in mobile devices that need complex machine-learning algorithms.Today, applications of this sort typically rely on shipping data to cloud-based server racks and then back. Complying with European data privacy regulations is difficult with a cloud-based approach however. Given those restrictions, the alternative is to perform AI on the edge — within battery-powered mobile devices such as cars and smartphones. The technology to do so doesn't exist, so Europe must create it.The topic is relevant especially in Europe, but it's a concern across the industry. Edge AI and machine-learning algorithms are becoming increasingly necessary in day-to-day products and applications such as smart home assistants with natural-language processing, security systems that employ facial recognition, or autonomous vehicles. The demand for complex computational algorithms will only grow further.There are plenty of other reasons to avoid using the cloud beyond complying with data privacy rules. Sending data to the cloud costs energy and latency. The ultimate for edge AI applications is to enable intelligent energy-efficient local processing.Tempo aims to evaluate current solutions at device, architecture and application level, and build and expand the technology roadmap for European AI hardware platforms. The project will leverage MRAM (imec), FeRAM (Fraunhofer) and RRAM (CEA-Leti) memory to implement both spiking neural network (SNN) and deep neural network (DNN) accelerators for eight different use cases, ranging from consumer to automotive and medical applications.The director of the Fraunhofer Institute for Photonic Microsystems (IPMS) and chairman of the board of directors of the Fraunhofer Group Microelectronics, Prof. Hubert Lakner, said a key enabler for machine learning and pattern recognition is the capability of the algorithms to browse through large datasets. In terms of hardware this means having rapid access to large memory blocks. Therefore, one of the key focal areas of Tempo are energy efficient nonvolatile emerging memory technologies and novel ways to design and process memory and processing blocks on chip.Emmanuel Sabonnadiere, CEO at CEA-Leti said they aimed to sweep technology options covering emerging memories and attempt to pair them with contemporary (DNN) and exploratory (SNN) neuromorphic computing paradigms. The process and design compatibility of each technology option will be assessed with respect to established integration practices and industrial partner roadmaps and needs to prepare the future market of edge AI “where Europe is well positioned with multiple disruptive technologies.”Luc Van den hove, CEO at Imec, commented, “We are delighted to enter in such broad European collaboration effort on edge artificial intelligence, gathering the relevant stakeholders in Europe, including CEA-Leti and Fraunhofer, two of our most renowned colleague research centers in Europe. Thanks to our combined expertise, we can scan more potential routes forward than what would be possible by each of us individually, and as such, position Europe in the driver seat for R&D on AI.” He added that behind the scenes, they are already defining more public and bilateral agreements with several of the partners involved.Tempo is a European innovation project funded by the ECSEL Joint Undertaking (JU), a public-private partnership for electronic components and systems which funds research, development and innovation projects in key enabling technologies. The JU receives support from the European Union’s Horizon 2020 research and innovation program, and from Belgium, France, Germany, the Netherlands, and Switzerland.Tempo, which was officially kicked off in April 2019, will run for three years. The consortium consists of nineteen members, with Imec taking the lead as the sole Belgian consortium partner. The other consortium members are, for France: CEA-LETI, ST-Microelectronics Crolles, ST-Microelectronics Grenoble, Thales Alenia Space and Valeo. For Germany: Bosch, Fraunhofer EMFT, Fraunhofer IIS, Fraunhofer IPMS, Infineon, Innosent, TU Dresden and Videantis. For the Netherlands: imec the Netherlands, Philips Electronics and Philips Medical Systems. For Switzerland: aiCTX and the University of Zürich."
China’s Tsinghua Launches DRAM UnitDylan McGrath,https://www.eetimes.com/document.asp?doc_id=1334887,https://m.eet.com/media/1312558/Tsinghua_unigroup_800-min.jpg,Memory Designline,07.02.19,"SAN FRANCISCO — Chinese government-backed Tsinghua Unigroup has established a new DRAM unit in a renewed push to achieve semiconductor independence amid ongoing friction with the U.S.The new memory unit is led by CEO Charles Kao, chairman of Inotera Memories and former president of Nanya Technology, both of which make DRAM. Kao is also chairman of Yangtze Memory Technology (YMTC), another Tsinghua Unigroup venture attempting to produce NAND flash memory.RecommendedTsinghua Lures SMIC Co-CEO Zhao to Bolster DRAMRecommendedTsinghua Lures SMIC Co-CEO Zhao to Bolster DRAMChina’s stated goal is to domestically produce 70% of the semiconductors needed to supply its massive internal electronics markets by 2025. The country's push to bolster its domestic semiconductor production faces renewed urgency amid a trade war between the U.S. and China. Last month, the Trump Administration placed Chinese telecom giant Huawei Technologies, one of the largest companies in China, on an export blacklist preventing U.S. companies from supplying it with chips and other components. For the Chinese, the blacklisting of Huawei emphasized the importance of developing domestic supply sooner rather than later. Another Chinese DRAM hopeful, Fujian Jinhua Integrated Circuit Company (JHICC), ceased DRAM development earlier this year. JHICC was placed on the U.S. export blacklist last year, preventing U.S. chip equipment firms such as Applied Materials and KLA-Tencor from supplying it with equipment, after it was indicted by the U.S. for alleged industrial espionage and intellectual property theft.In March, EE Times reported that Tsinghua was looking to hire Haijun Zhao, the co-CEO of Chinese foundry Semiconductor Manufacturing International Co. (SMIC), to head up a new DRAM company that would combine China’s fledgling memory makers. However, Zhao has remained in his post at SMIC and does not appear to be associated with the new Tsinghua DRAM unit.According to TrendForce, a Taiwan-based market research firm, the new DRAM unit will benefit from YMTC’s fab-building experience and Tsinghua’s relationship with subsidiary Unigroup Guoxin Microelectronics Co., which has also pursued DRAM development and may be assimilated into the new unit. Tsinghua is in the process of constructing a fab in Nanjing in Eastern China and is also working closely with Chongqing, another possible fab location, TrendForce said.The firm said that the new group will likely rely on Kao’s experience and industry connections to develop DRAM process technology. "
"As Trade Talks Resume, China Advances 5G Junko Yoshida",https://www.eetimes.com/document.asp?doc_id=1334879,https://m.eet.com/media/1312474/US-Chinatradetalktable-min.jpg,Wireless and Networking Designline,07.01.19,"For the global semiconductor industry, the just-revealed truce in the “trade war” between U.S. President Donald Trump and China’s president Xi Jinping is welcome news but hardly the end of a poorly scripted economic melodrama that continues to pose dire consequences for the American semiconductor market.In a quiet victory for China and its 5G ambitions, Trump and Xi agreed Saturday to resume trade talks that had collapsed in May. Concessions offered by President Trump include no new tariffs and an easing of restrictions on trade with Huawei, in exchange for China making unspecified new purchases of U.S. farm products.The outcome of the negotiations between Trump and Xi in Osaka is not exactly a big breakthrough. It is said to be broadly in line with market expectations ahead of the summit. Removal of the immediate risk of much higher tariffs, however, is likely to generate a relief rally in the financial markets. [ As of mid-day Monday, most U.S. exchanges and indices were up no more than 1 percent — ed. ]As of mid-day Monday, most U.S. exchanges and indices were up no more than 1 percent — ed.The U.S. Commerce Department, according to Trump, will “study in the next few days whether to take Huawei off the ‘entity list.’” The entity list is a de facto blackballing of the Chinese telecom equipment giant; U.S. companies have been banned from selling parts and components to Huawei without U.S. government approval. Some key international vendors had also agreed to cut off sales to Huawei.de factoTwo weeks ago, Broadcom surprised the industry by revealing that the U.S.-China trade tensions and the ban on doing business with Huawei would knock $2 billion off the company’s sales this year.The global chip market to shrink by $100 billion in 2019 Last week at an event held by CEA-Leti in Grenoble, France, Handel Jones, the founder and CEO of International Business Strategies, Inc., warned the audience, “If the U.S. and China do not find a way to ease the current trade tension, we are expecting the global semiconductor market in 2019 to shrink by 18 percent — roughly $100 billion — compared to 2018.”The global chip market to shrink by $100 billion in 2019——After the so-called ""truce"" was announced by President Trump, Jones told EE Times, ""The data (above) I shared in Grenoble is based on tariffs for $300 billion, which is [now] postponed."" Noting that IBS is currently redoing the chart, Jones said he estimates a decline [of the global chip market] to be closer to $80 billion, instead of $100 billion. ""It is still a large decline,"" he added. ""Most of the decline comes from dips in DRAM and NAND."" EE TimesThe latest cease-fire in the trade war between the world’s largest nations might narrowly avoid immediate disaster. But is returning to the negotiation table — a low bar — enough to remove the business community's concerns over the uncertainty between the two countries? Executives in the chip industry often complained that it is ""this uncertainty — not knowing what Trump does next"" that's killing their business.———Further, it remains unclear how this will eventually lead to any resolution on the fundamental conflict between the two nations. The United States’ concerns on China range from issues of intellectual property thefts and China’s industrial policy to Huawei’s close relationship with Beijing and potential national security risks posed by Huawei’s next-generation 5G telecommunication infrastructure equipment. China, meanwhile, is asking for the U.S. to treat Chinese companies fairly and show mutual respect.It appears that the U.S. President, eager to use Huawei as a bargaining chip for short-term leverage, is trading away his administration’s original concerns over national security and IP thefts.Jones observed that Senator Marco Rubio is trying to tighten the restrictions on shipping products to Huawei and he has support in the Senate as well as in Congress. The reality is, said Jones, ""Nothing is firm and everything is up for negotiations.""""IBS' position is that China and Huawei will be hurt in the next 2 to 3 years, but longer term, China will be stronger,"" noted Jones.Future of 5G One thing is clear. As IBS’ Jones noted, the race to 5G technology has been already won by Huawei in China (with Ericsson as runner-up and Nokia a distant third). The ongoing tension between the United States and China is not helping the U.S. either to kickstart 5G domestically or take the lead in the global 5G race.Future of 5GAsked for proof that China has won the still emerging 5G market, Jones told us that Huawei has already made more than 50,000 5G base station equipment sales to all the leading telecom operators in China and broadcasters. Early installations of 5G telecom equipment in the field are helping Huawei gain in-depth insights and learn lessons fast, he told EE Times.Most likely, global 5G market will be split in two — with China honing, advancing and creating its own 5G standards, Jones predicted. And the United States? “We might have to license IPs on 5G from China.”—— Junko Yoshida, Global Co-Editor-In-Chief, AspenCore Media, Chief International Correspondent, EE Times EE Times"
Applied Bids $2.2B for KokusaiRick Merritt,https://www.eetimes.com/document.asp?doc_id=1334882,https://m.eet.com/media/1312480/AMATKElogosinvert-min.png,SoC Designline,07.01.19,"SAN JOSE, Calif. — Applied Materials, Inc., bid $2.2 billion to acquire Kokusai Electric Corp. in a deal in line with the current conservative tone of acquisitions in the capital equipment sector. Kokusai’s vertical diffusion furnaces, which are mainly used by DRAM and NAND vendors, would add about 10% to Applied’s revenues.Kokusai grew about 42% in the memory boom of the past three years and logged an estimated $1.8 billion in 2018 revenues. But it is likely to take a significant hit from the current downturn among DRAM and NAND makers who are its major customers.Given its relatively modest size, the deal is likely to escape becoming another pawn in the China/U.S. trade war, analysts said. It requires regulatory approval in China, Ireland, Israel, Japan, and Korea but not in the U.S.“Applied has a long history and strong relationships in China — I visit there frequently — and we think the deal will be treated fairly there,” said Gary Dickerson, chief executive of Applied. He declined to break out Kokusai’s China revenues.Dickerson helped set off a series of bold but unsuccessful merger attempts in the semiconductor capex sector. Soon after he joined Applied in 2013, it bid to merge with Tokyo Electron in a deal that would have united the sector’s first- and third-largest players. In early 2015, the U.S. Department of Justice nixed the deal.Eighteen months later, regulators struck down a $10.6 billion merger between KLA-Tencor and Lam Research, putting a chill on capex deals despite a historic period of consolidation in the maturing semiconductor industry overall.In March 2018, KLA bid $3.4 billion for Israel-based Orbotech in a deal that closed in February with approval from China and others. Analysts said that the deal gave Applied confidence to bid on Kokusai.“We think it is very possible that the two companies will secure the required approvals within the expected 12-month time frame, though we think there is some amount of risk that there could be regulatory difficulties,” wrote analyst David Wong of Nomura Instanet in a research note.About 80% of Kokusai revenues come from tube chemical vapor deposition furnaces, where it holds an estimated 58.6% market share, Wong wrote. Tokyo Electron is the other big player in the area with a 38% share, while Applied currently has no products in the so-called batch-processing market.Next page: Deal could spark Lam bid for ASMINext page: Deal could spark Lam bid for ASMI"
Chip Sales Fall for Fifth Straight MonthDylan McGrath,https://www.eetimes.com/document.asp?doc_id=1334884,https://m.eet.com/media/1312512/semiconductor_1200_2-min.png,Automotive Designline,07.01.19,"SAN FRANCISCO — Global semiconductor sales declined on an annual basis for the fifth straight month in May but increased modestly on a sequential basis as the chip industry downturn continued amid an ongoing trade war between the U.S. and China.Chip sales fell to $33.1 billion in May, down 14.6% from the May 2018 total of $38.7 billion, according to the World Semiconductor Trade Statistics (WSTS), an organization of 45 major semiconductor industry member companies who pool sales data. Sales did improve by 1.9% compared to April’s total of $32.5 billion.RecommendedQ1 Chip Sales Drop Among Largest on RecordRecommendedQ1 Chip Sales Drop Among Largest on Record“Global semiconductor sales fell well short of last year’s monthly total in May, marking the fifth straight month of negative sales growth on a year-to-year basis,” said John Neuffer, president and CEO of the Semiconductor Industry Association, in a press statement. “On a month-to-month basis, global sales increased modestly and sales into the Americas increased for the first time in seven months, although year-to-year sales into the Americas were down substantially.”Sales declined on a year-to-year basis across all regions of the world, according to WSTS. On a month-to-month basis, sales increased in China, the Americas, and Japan but fell in all other regions.The semiconductor industry is widely expected to contract in 2019 after three straight years of market expansion as the memory boom that drove much of the growth in recent years has turned to bust and the world’s two largest economies continue to impose tariffs on each other’s exports. The WSTS is currently forecasting that global semiconductor sales will decline 12.1% to about $412 billion in 2019. "
